id,cuisine
27455,southern_us
27253,indian
29155,japanese
5747,indian
3356,italian
25193,italian
21661,italian
1791,italian
3984,italian
32309,korean
26834,italian
6380,indian
35460,cajun_creole
343,japanese
11293,southern_us
34318,mexican
11937,mexican
29654,brazilian
16997,irish
10222,japanese
11665,greek
9083,greek
21041,italian
22211,cajun_creole
9260,mexican
2527,mexican
23768,italian
4822,vietnamese
28530,mexican
46175,french
40755,southern_us
27915,irish
37682,thai
24660,vietnamese
9189,cajun_creole
12947,mexican
39532,mexican
38149,italian
37907,spanish
30259,french
40988,italian
33924,cajun_creole
7681,jamaican
6986,italian
18916,french
39552,italian
45174,southern_us
11829,french
7799,mexican
48122,british
12541,chinese
46744,indian
13260,british
25971,mexican
40377,italian
34466,greek
14128,japanese
20434,italian
46096,british
13006,southern_us
23992,french
14548,mexican
23004,french
4200,indian
43321,italian
4548,thai
37064,cajun_creole
45297,british
45074,mexican
29442,mexican
39999,vietnamese
17382,italian
17860,chinese
14552,mexican
30672,italian
34434,italian
16572,filipino
39731,southern_us
6318,chinese
2367,indian
3120,thai
7219,british
1833,italian
39244,irish
21277,italian
46201,japanese
15156,indian
19387,mexican
25032,thai
47930,italian
8802,chinese
37849,southern_us
46200,italian
20975,italian
29079,indian
42891,indian
37218,filipino
32255,cajun_creole
4848,chinese
22209,mexican
27513,southern_us
12351,southern_us
26887,italian
6872,italian
44114,mexican
3748,brazilian
2852,thai
7035,thai
28759,indian
16551,italian
20739,italian
45687,italian
2861,southern_us
20086,mexican
17048,southern_us
3499,italian
41496,mexican
8144,chinese
46138,spanish
43508,indian
15079,mexican
30324,vietnamese
35567,italian
38809,italian
4505,chinese
23576,southern_us
5480,southern_us
38079,moroccan
43524,thai
28670,french
25616,russian
48112,moroccan
31202,irish
36901,italian
37956,southern_us
3919,mexican
25909,mexican
28536,jamaican
47337,southern_us
28616,mexican
42337,mexican
32337,mexican
40891,italian
43442,moroccan
22905,southern_us
35718,mexican
6940,mexican
10119,southern_us
36617,cajun_creole
30570,vietnamese
28850,chinese
14222,indian
27058,italian
5358,thai
5821,cajun_creole
39442,french
34203,southern_us
7858,mexican
28569,mexican
17933,mexican
11555,mexican
22727,italian
34241,italian
27086,spanish
33220,greek
20141,british
8229,spanish
5174,mexican
523,italian
24050,southern_us
45197,mexican
42095,mexican
5466,italian
32686,greek
1020,japanese
7644,italian
23030,southern_us
15177,russian
43075,jamaican
29631,french
12985,mexican
10802,southern_us
31773,mexican
3697,southern_us
1789,mexican
45313,thai
43637,southern_us
39687,italian
35427,thai
37173,moroccan
24222,french
4722,southern_us
42747,chinese
3907,chinese
32056,thai
29806,southern_us
29235,korean
26884,korean
42777,chinese
48444,italian
46104,moroccan
32333,indian
44098,mexican
37319,italian
7236,moroccan
14505,mexican
31372,southern_us
35347,italian
29777,mexican
19053,italian
20448,southern_us
22608,italian
7317,chinese
32895,southern_us
6165,southern_us
9829,mexican
26209,italian
46481,mexican
26421,italian
7846,cajun_creole
14996,vietnamese
10015,mexican
15983,italian
27203,japanese
21154,mexican
12888,mexican
28895,southern_us
21766,french
21452,italian
44999,irish
38433,chinese
31462,italian
43456,mexican
21878,thai
28334,indian
40011,british
35766,southern_us
48872,mexican
21119,mexican
19137,italian
19416,italian
48233,chinese
31695,cajun_creole
39587,italian
24017,italian
22065,filipino
23284,filipino
3032,southern_us
1529,italian
14196,italian
48716,italian
24257,spanish
14383,indian
29048,indian
8508,french
15635,italian
29980,indian
43743,mexican
40137,chinese
24038,indian
6825,cajun_creole
20740,british
40895,italian
30731,spanish
700,chinese
41143,jamaican
37656,italian
18045,mexican
20758,italian
28564,chinese
38116,thai
43214,southern_us
22934,mexican
24904,moroccan
43025,mexican
41694,southern_us
40787,italian
37842,cajun_creole
41621,filipino
43313,chinese
27754,italian
47799,italian
35437,mexican
16562,spanish
23428,italian
43665,mexican
16079,japanese
18474,mexican
28830,mexican
42788,indian
1216,italian
19420,southern_us
31776,southern_us
9577,brazilian
22558,korean
46921,japanese
3950,italian
37161,french
20973,japanese
6428,southern_us
8278,cajun_creole
47054,mexican
20208,southern_us
30265,japanese
34942,chinese
44189,thai
26844,italian
14787,spanish
34122,southern_us
21293,indian
12488,french
22187,mexican
1410,moroccan
45726,mexican
14490,vietnamese
4835,italian
21261,southern_us
34014,southern_us
13200,japanese
33095,southern_us
45412,italian
15849,mexican
14009,japanese
47843,italian
46729,italian
35538,indian
35013,korean
43032,chinese
47147,greek
10874,italian
22134,korean
38351,mexican
27712,indian
14415,southern_us
1479,italian
8786,southern_us
44249,mexican
4529,russian
4307,british
45647,thai
26159,italian
21393,southern_us
25327,french
23357,southern_us
1318,southern_us
39724,thai
15095,italian
6658,indian
12163,mexican
37405,southern_us
29495,spanish
43405,indian
15726,british
48766,italian
22972,italian
40813,italian
45492,chinese
11515,mexican
23819,indian
32192,russian
43616,italian
22671,chinese
18361,italian
36436,cajun_creole
22374,italian
34905,italian
46166,italian
44035,mexican
9650,cajun_creole
26056,mexican
38611,italian
21476,southern_us
33478,italian
40889,southern_us
5971,mexican
42211,southern_us
38978,italian
1792,italian
42488,italian
10205,mexican
4441,indian
14341,french
23396,mexican
28359,italian
23391,southern_us
17917,mexican
6516,southern_us
24802,vietnamese
49527,greek
26698,mexican
20882,indian
8831,italian
24670,moroccan
35116,southern_us
1432,chinese
4849,moroccan
42158,italian
11190,indian
26207,japanese
34722,moroccan
41190,italian
748,mexican
26528,cajun_creole
5387,cajun_creole
19748,southern_us
18832,indian
20183,filipino
30702,cajun_creole
9002,cajun_creole
38370,italian
44273,italian
27818,korean
25011,cajun_creole
40943,thai
6272,italian
17905,greek
31624,indian
35710,french
34736,southern_us
49677,filipino
5544,italian
49639,mexican
30526,italian
6968,southern_us
3291,southern_us
4766,french
27332,filipino
39330,southern_us
4170,japanese
42240,indian
8152,chinese
20951,cajun_creole
30873,cajun_creole
43602,greek
39211,cajun_creole
25418,italian
3586,russian
31889,mexican
5788,moroccan
10614,indian
32055,italian
15043,italian
47318,chinese
12605,french
21588,mexican
19451,italian
24376,italian
33686,indian
8251,mexican
3968,italian
13075,greek
39177,mexican
18558,vietnamese
426,mexican
47085,mexican
22955,chinese
16419,mexican
42138,southern_us
40869,chinese
38778,cajun_creole
2394,chinese
36999,southern_us
32077,mexican
4198,chinese
30202,italian
6639,french
41916,greek
1943,mexican
35322,vietnamese
19828,italian
7892,filipino
17127,italian
5207,chinese
49093,french
20294,japanese
48169,greek
22689,indian
37576,british
44271,moroccan
19516,british
20049,french
45383,indian
16072,french
49130,korean
16871,italian
18152,italian
37398,italian
10808,italian
36650,mexican
8118,italian
23723,mexican
27278,southern_us
30079,indian
35355,indian
48667,cajun_creole
13445,spanish
28634,mexican
24045,indian
29110,vietnamese
35167,thai
46445,french
21509,indian
9387,thai
21963,korean
24852,thai
45571,indian
18183,mexican
30605,italian
9144,french
28686,mexican
9877,italian
44559,filipino
42149,thai
16080,italian
12399,thai
44942,french
32371,italian
33945,southern_us
43259,russian
47595,southern_us
48930,greek
47235,chinese
28014,korean
18075,korean
36044,mexican
43583,greek
25017,indian
5458,mexican
14918,chinese
7398,chinese
6644,mexican
12077,french
255,italian
2088,filipino
8115,vietnamese
12112,indian
13908,chinese
36897,irish
45893,mexican
43319,thai
12482,cajun_creole
40220,french
7942,italian
10107,indian
20750,mexican
21136,southern_us
28174,mexican
3940,japanese
11449,korean
44432,irish
48810,thai
20286,french
24509,chinese
26848,southern_us
39129,mexican
21521,italian
37795,southern_us
7809,southern_us
29705,southern_us
44766,italian
29022,moroccan
47220,british
46032,italian
11678,southern_us
9918,french
35792,indian
40099,cajun_creole
41377,italian
30790,italian
10857,southern_us
15484,japanese
25352,indian
35454,indian
14445,southern_us
1794,italian
32108,chinese
19501,indian
17236,italian
9908,southern_us
34062,chinese
38923,moroccan
14518,chinese
42061,italian
24860,mexican
42441,mexican
25380,southern_us
30729,southern_us
44147,korean
38245,italian
14231,british
44472,italian
3161,moroccan
39210,indian
22527,mexican
12129,italian
41438,chinese
38772,italian
42923,french
2871,italian
20246,italian
14520,southern_us
18611,mexican
6485,mexican
221,southern_us
46523,indian
30262,cajun_creole
38970,italian
34419,cajun_creole
36131,jamaican
1557,russian
709,mexican
15902,british
11511,mexican
15937,chinese
9072,french
18013,mexican
24208,spanish
338,mexican
33748,italian
49160,mexican
22921,italian
7937,spanish
45825,chinese
10868,southern_us
8039,mexican
48067,mexican
45583,mexican
26630,mexican
10596,french
10441,french
18544,italian
21497,british
41949,mexican
12689,cajun_creole
31589,filipino
21335,southern_us
46528,vietnamese
17810,southern_us
45592,mexican
19135,moroccan
19675,southern_us
17131,mexican
12981,vietnamese
7297,southern_us
29275,french
20923,mexican
18238,french
38898,chinese
45818,british
4246,korean
49347,japanese
14031,mexican
21142,southern_us
48958,italian
46459,thai
4745,italian
9096,mexican
13390,italian
39703,southern_us
38413,thai
46968,italian
37841,japanese
43250,southern_us
22738,italian
30935,italian
17890,indian
38305,italian
15236,mexican
9486,mexican
15703,cajun_creole
1351,french
27922,cajun_creole
38266,mexican
13137,italian
13466,southern_us
44168,italian
18314,southern_us
24505,italian
47393,italian
23162,mexican
27459,chinese
23691,southern_us
22143,southern_us
2616,italian
38449,southern_us
43101,southern_us
45164,italian
13100,chinese
36836,japanese
5698,chinese
12885,brazilian
12160,italian
32163,italian
12876,mexican
26536,japanese
36230,chinese
33187,russian
14542,italian
46581,cajun_creole
3745,indian
27195,mexican
22529,italian
24607,british
10807,thai
23764,southern_us
9789,southern_us
14819,southern_us
37375,french
19715,mexican
19770,italian
48834,chinese
25809,french
38001,mexican
13330,italian
1469,italian
15868,chinese
35516,italian
623,brazilian
1198,thai
20018,filipino
39520,italian
6925,french
45399,french
19970,spanish
14546,russian
5559,southern_us
31162,mexican
22390,southern_us
48265,french
48017,indian
19650,chinese
3951,korean
24779,french
15064,mexican
36581,mexican
41061,southern_us
47126,indian
37066,indian
33781,italian
44649,italian
13426,mexican
20834,cajun_creole
24199,italian
36871,russian
9795,french
26726,italian
11839,italian
3092,mexican
47788,mexican
29942,italian
46674,italian
4637,jamaican
14555,vietnamese
48396,italian
13790,mexican
1578,russian
27265,indian
26576,southern_us
17385,cajun_creole
40134,filipino
41069,italian
47515,southern_us
14728,southern_us
6430,italian
25765,indian
27587,vietnamese
28608,italian
33775,italian
28800,southern_us
15582,french
48328,spanish
24673,french
24767,mexican
4131,indian
36665,korean
12795,mexican
29152,mexican
13864,chinese
5102,mexican
4645,southern_us
42755,mexican
46278,southern_us
13964,korean
4269,italian
32219,british
42328,southern_us
24809,moroccan
3334,indian
15124,italian
30888,chinese
22099,southern_us
30641,italian
29441,italian
8854,cajun_creole
34478,mexican
20613,southern_us
25715,italian
13580,french
41095,italian
12863,thai
8900,italian
44240,brazilian
31857,italian
25542,thai
8401,french
43514,indian
20163,french
19213,irish
15180,japanese
21056,mexican
34240,french
26052,thai
37695,mexican
28620,filipino
16831,korean
5567,vietnamese
30858,spanish
6784,italian
47294,filipino
17242,cajun_creole
34716,jamaican
40201,chinese
6059,french
46868,cajun_creole
16749,italian
47742,spanish
8443,southern_us
33846,mexican
32264,mexican
49155,italian
48922,cajun_creole
31590,greek
19024,moroccan
42198,japanese
39797,italian
26069,greek
3456,southern_us
31217,mexican
45308,french
24391,indian
43731,southern_us
20461,moroccan
6517,mexican
23593,cajun_creole
174,indian
9890,mexican
6821,southern_us
5519,italian
6299,cajun_creole
5614,french
40081,chinese
7911,french
1722,mexican
6799,thai
35103,italian
31405,chinese
40827,mexican
46199,vietnamese
39504,french
43124,indian
9131,thai
2339,mexican
7272,brazilian
12041,mexican
44438,southern_us
11060,southern_us
24496,indian
39913,thai
33207,southern_us
42776,mexican
32840,chinese
2042,southern_us
43030,mexican
21170,indian
43527,chinese
874,italian
23311,french
31674,mexican
42369,thai
29675,british
15801,southern_us
16161,southern_us
19305,japanese
29539,italian
33919,vietnamese
24026,indian
9460,southern_us
9383,southern_us
42943,french
34462,mexican
41359,italian
33317,french
1884,southern_us
21603,italian
31091,indian
39950,chinese
48740,indian
36567,italian
33416,jamaican
14856,french
21269,southern_us
5878,korean
43287,southern_us
43683,chinese
45532,jamaican
45088,indian
21108,italian
37112,italian
14488,chinese
5742,greek
4780,italian
5064,italian
37757,italian
37599,italian
30088,italian
19318,southern_us
43795,italian
34089,cajun_creole
47667,mexican
48598,spanish
22017,thai
14308,thai
29449,russian
41068,southern_us
45549,mexican
836,spanish
25651,southern_us
40341,moroccan
35441,mexican
4941,mexican
27256,italian
28546,mexican
20350,southern_us
6563,italian
45819,italian
26602,mexican
38522,spanish
48926,korean
4530,mexican
6273,spanish
28492,southern_us
2752,moroccan
21525,italian
16559,indian
5453,italian
10040,italian
24730,italian
11828,italian
30766,spanish
42215,indian
16607,chinese
38552,thai
6019,italian
20205,chinese
37014,italian
47576,cajun_creole
17450,chinese
38979,indian
39563,italian
24456,italian
42454,spanish
44586,chinese
36828,mexican
401,italian
37120,indian
3261,thai
8744,moroccan
37261,italian
32470,moroccan
8075,southern_us
23974,french
31639,italian
5009,italian
21741,spanish
10045,italian
16279,southern_us
20869,italian
21513,italian
15153,mexican
15248,chinese
915,mexican
37415,mexican
24449,greek
27908,italian
11571,southern_us
16131,italian
38839,indian
37325,southern_us
28999,italian
20667,southern_us
3948,chinese
13378,korean
43789,moroccan
22997,italian
35537,italian
47409,italian
13706,french
2002,thai
33485,cajun_creole
8160,italian
2067,cajun_creole
31634,southern_us
34892,irish
13932,thai
4354,french
11942,chinese
14459,filipino
858,chinese
47080,thai
20886,italian
36583,cajun_creole
10151,mexican
49578,italian
18212,italian
6771,korean
40908,indian
10712,italian
8576,french
15557,mexican
8363,japanese
30712,moroccan
9582,southern_us
7344,mexican
20419,russian
26939,french
45805,japanese
3523,moroccan
35962,russian
49067,french
30437,italian
41164,french
24923,brazilian
32126,thai
36323,korean
43509,southern_us
48927,italian
11872,italian
6714,spanish
47367,southern_us
29554,mexican
25001,italian
16160,french
10719,greek
36177,cajun_creole
28773,italian
1637,korean
33853,chinese
14486,italian
30057,greek
33439,vietnamese
13793,korean
10135,southern_us
18805,italian
31224,spanish
32230,filipino
35745,italian
30930,italian
32148,chinese
34781,french
20217,mexican
43670,italian
4541,chinese
10063,mexican
42902,italian
16741,southern_us
14054,mexican
7842,chinese
47927,southern_us
48220,french
4639,mexican
45918,italian
47270,indian
49670,mexican
41648,greek
11338,mexican
31297,french
4421,japanese
32357,southern_us
27852,southern_us
30117,mexican
45024,filipino
44558,southern_us
10546,italian
12577,chinese
16039,italian
47043,mexican
11236,mexican
14071,french
32251,chinese
22614,french
48936,thai
40782,greek
41860,french
40953,indian
47716,french
3733,cajun_creole
36532,italian
1517,mexican
22341,southern_us
15467,chinese
39381,mexican
45992,indian
10727,mexican
10392,indian
156,vietnamese
15659,thai
12881,mexican
42071,indian
36499,southern_us
10044,indian
20336,greek
29446,cajun_creole
15928,southern_us
30356,southern_us
9947,italian
34029,italian
4664,british
47501,brazilian
4140,french
43891,southern_us
48128,southern_us
9206,mexican
43198,moroccan
38851,italian
49717,mexican
14847,italian
6537,southern_us
36200,cajun_creole
37559,mexican
36824,italian
3669,southern_us
39826,french
5598,indian
43395,french
28204,indian
8545,southern_us
30205,chinese
31826,moroccan
33479,italian
3331,spanish
7468,italian
39896,italian
11880,indian
7692,italian
19042,italian
20132,spanish
44320,southern_us
34644,italian
18449,mexican
41708,cajun_creole
11533,mexican
46786,southern_us
8213,british
42008,chinese
49018,mexican
32181,italian
31581,french
32150,cajun_creole
41485,filipino
40447,indian
29210,french
42202,mexican
18909,chinese
11437,japanese
26328,indian
49010,italian
20707,southern_us
43112,italian
43671,mexican
20706,chinese
43178,french
40128,chinese
36217,italian
21586,cajun_creole
13933,mexican
6747,italian
17964,mexican
5147,mexican
13796,italian
38760,indian
41914,mexican
25848,italian
5085,mexican
29001,southern_us
19183,mexican
8223,italian
38443,italian
46425,chinese
35053,italian
40188,chinese
40040,southern_us
104,chinese
31074,french
35708,british
45996,southern_us
11361,mexican
24058,mexican
32133,irish
9463,cajun_creole
42883,italian
26058,french
34964,cajun_creole
28215,italian
41238,greek
15264,indian
44616,irish
40092,southern_us
21912,moroccan
27657,southern_us
7422,southern_us
20430,southern_us
1528,southern_us
19108,italian
40937,french
41500,thai
46682,cajun_creole
8483,cajun_creole
29945,indian
36991,french
22334,french
15799,mexican
23774,southern_us
48992,greek
15818,southern_us
5672,italian
27805,indian
18057,southern_us
214,thai
29958,italian
27360,korean
38664,korean
944,mexican
9728,filipino
42640,italian
1176,french
33742,thai
22818,italian
17591,italian
5472,mexican
33611,indian
15838,spanish
27172,chinese
41833,japanese
9682,chinese
18446,filipino
1991,mexican
9433,french
19356,indian
22280,italian
25775,italian
14133,southern_us
32958,mexican
5693,french
9329,indian
37648,southern_us
8953,indian
3701,indian
9971,mexican
39440,mexican
7713,chinese
42165,moroccan
5178,french
23889,irish
36168,chinese
47997,french
11674,italian
48715,italian
24458,italian
43363,chinese
15030,indian
41774,mexican
16685,french
38022,indian
46795,southern_us
2414,southern_us
38113,indian
15870,chinese
45594,indian
29928,mexican
7337,italian
5109,mexican
19818,indian
22759,brazilian
40111,mexican
8717,greek
45165,japanese
47754,mexican
7845,mexican
19693,french
30792,jamaican
1972,mexican
21144,mexican
37229,mexican
46088,mexican
31099,italian
27578,southern_us
7599,southern_us
4263,french
25490,brazilian
45192,italian
38585,moroccan
25110,italian
3573,chinese
49337,spanish
15434,mexican
34827,indian
18588,mexican
20633,mexican
18118,mexican
35507,mexican
30778,mexican
21781,moroccan
9562,italian
32049,brazilian
27972,british
43656,italian
28458,italian
48850,brazilian
33429,cajun_creole
24082,italian
20899,mexican
11975,mexican
38508,korean
29237,thai
36817,southern_us
25299,italian
45436,british
40231,mexican
10333,southern_us
35923,southern_us
22618,mexican
41415,italian
6625,japanese
30155,mexican
37711,indian
16729,mexican
37616,japanese
640,italian
4046,greek
39117,thai
26999,southern_us
42939,thai
32131,french
48063,southern_us
8597,indian
42663,mexican
45566,mexican
43639,japanese
5927,japanese
31615,filipino
16194,mexican
21120,japanese
4731,mexican
4832,vietnamese
7664,french
46456,chinese
19369,brazilian
7294,mexican
20391,italian
38868,mexican
14408,italian
28638,southern_us
3117,southern_us
37466,mexican
29387,indian
1375,french
46071,irish
48769,mexican
24755,southern_us
1455,italian
14370,greek
32420,chinese
37802,chinese
34609,mexican
4869,southern_us
31905,jamaican
32070,brazilian
23923,french
3607,vietnamese
5419,french
40584,italian
22250,chinese
48577,italian
15428,italian
34034,indian
15651,italian
48491,italian
14142,mexican
20427,mexican
3618,southern_us
30539,italian
34228,southern_us
28939,greek
1058,filipino
44372,french
14809,jamaican
33088,southern_us
15567,southern_us
42043,southern_us
30820,indian
31064,italian
40514,southern_us
46624,irish
22297,italian
2253,indian
48818,southern_us
1594,cajun_creole
24479,mexican
23432,southern_us
32446,indian
11267,italian
23152,italian
2640,mexican
12450,mexican
10447,indian
902,cajun_creole
21965,spanish
35489,french
7536,southern_us
26659,french
6975,mexican
21018,italian
37542,italian
13741,italian
17333,korean
31865,mexican
36660,chinese
568,russian
45688,chinese
6098,southern_us
5039,mexican
17644,southern_us
1768,italian
23728,indian
6447,italian
13714,mexican
18033,italian
468,jamaican
43823,italian
17268,mexican
17033,mexican
2507,mexican
44547,southern_us
49279,thai
13642,chinese
29743,italian
34577,moroccan
14742,southern_us
37905,vietnamese
10508,french
41132,mexican
3555,mexican
43737,moroccan
45502,italian
4844,brazilian
13234,chinese
23034,italian
43366,southern_us
2534,french
21233,italian
45265,greek
47463,indian
11698,italian
37770,chinese
21083,mexican
12346,french
16104,irish
32863,indian
37132,italian
34115,italian
25474,italian
28804,mexican
13520,southern_us
10039,korean
48292,mexican
39073,mexican
45253,indian
11325,southern_us
4459,italian
20832,mexican
28542,greek
34530,chinese
5881,southern_us
5852,mexican
6866,indian
41021,mexican
44011,italian
41426,mexican
21504,vietnamese
515,italian
15364,italian
18176,southern_us
15267,spanish
6863,indian
49382,cajun_creole
48380,french
45491,italian
7047,chinese
14973,cajun_creole
43264,mexican
21374,southern_us
25670,italian
37827,italian
15886,vietnamese
26236,mexican
2217,mexican
41197,vietnamese
45390,mexican
28005,mexican
2260,british
40290,french
39760,southern_us
6498,italian
33212,southern_us
8315,italian
13323,thai
13593,french
23624,british
24623,mexican
31377,mexican
19936,filipino
12894,italian
23543,chinese
13926,french
20451,cajun_creole
41473,mexican
7696,chinese
12179,italian
44100,southern_us
36603,spanish
32644,mexican
45469,italian
15371,chinese
13400,italian
1040,japanese
21983,italian
15228,southern_us
3517,italian
2858,french
24152,british
30269,chinese
32460,thai
9826,french
18246,italian
8066,southern_us
6360,italian
4137,southern_us
33374,italian
41763,mexican
12255,greek
1701,japanese
24654,southern_us
18038,italian
43955,mexican
37294,italian
39222,southern_us
18105,french
25353,mexican
3648,indian
42274,greek
49112,french
48319,russian
27977,french
29018,moroccan
37070,mexican
7575,mexican
8089,cajun_creole
42908,southern_us
33930,japanese
37510,cajun_creole
6335,italian
10653,italian
7950,korean
4730,italian
31978,mexican
34377,mexican
25121,mexican
3524,filipino
5541,greek
41603,mexican
48244,mexican
22745,french
2262,mexican
26359,french
43224,indian
12512,italian
22125,french
7555,chinese
3860,mexican
4235,moroccan
202,vietnamese
40836,italian
25974,indian
26852,italian
7374,greek
20436,mexican
4084,indian
22497,southern_us
1851,italian
14666,korean
4957,indian
32576,british
40674,italian
35179,greek
24036,thai
12601,greek
35977,japanese
43099,irish
13135,italian
2207,indian
22931,mexican
4399,greek
43928,thai
43624,korean
20097,mexican
43034,thai
29391,mexican
1940,chinese
6529,southern_us
13085,indian
3621,southern_us
43544,greek
12356,korean
24126,southern_us
47269,italian
13055,chinese
38330,mexican
6737,mexican
14432,mexican
32908,moroccan
46475,spanish
44879,chinese
8027,mexican
40596,chinese
26304,italian
25960,italian
23952,mexican
5867,moroccan
13199,italian
38268,italian
47347,french
15091,southern_us
15170,jamaican
2724,italian
3465,mexican
44023,mexican
30272,vietnamese
26725,mexican
20674,mexican
1928,mexican
25760,indian
31107,indian
36633,chinese
32107,southern_us
30379,cajun_creole
11260,indian
30404,chinese
3383,japanese
7421,spanish
15788,mexican
16764,irish
12838,spanish
19582,japanese
9638,greek
45094,italian
12926,southern_us
16110,italian
23706,southern_us
26882,japanese
22253,thai
41244,italian
284,korean
42771,indian
1780,french
28386,french
39069,chinese
14730,irish
7196,chinese
38554,italian
37254,moroccan
31300,chinese
25993,italian
34862,brazilian
34924,indian
32320,mexican
35339,italian
39940,indian
31293,french
38256,chinese
77,italian
48266,brazilian
42312,korean
25579,italian
18437,korean
148,vietnamese
21942,mexican
46432,mexican
19803,chinese
35208,italian
31433,japanese
28158,italian
46680,french
42738,french
39981,italian
27121,indian
15773,indian
42681,chinese
22798,chinese
45298,italian
25300,mexican
43528,italian
43205,cajun_creole
28208,mexican
39602,greek
13893,irish
47171,indian
49619,mexican
23790,japanese
26854,chinese
15748,chinese
45729,italian
10833,chinese
334,italian
13394,british
37958,italian
45057,indian
45022,italian
37324,southern_us
38120,french
44495,mexican
47786,vietnamese
17421,chinese
2578,indian
5715,spanish
11757,british
46980,mexican
47103,chinese
29906,southern_us
29549,italian
2505,mexican
24063,cajun_creole
22502,korean
24297,mexican
42316,french
3732,french
2801,italian
8643,italian
14402,italian
9176,mexican
27897,korean
22153,greek
43102,chinese
42429,french
30710,mexican
19075,italian
47281,indian
24324,southern_us
11159,thai
47925,korean
14399,french
28049,chinese
47593,mexican
40026,british
13962,mexican
42922,italian
45407,italian
32904,filipino
34038,italian
28444,japanese
340,italian
2709,chinese
47382,french
8211,italian
15331,indian
23652,italian
47882,chinese
49370,italian
363,jamaican
18702,cajun_creole
10016,french
1043,french
21349,french
32654,thai
24202,mexican
21609,italian
39828,mexican
35381,irish
26566,thai
25644,chinese
13988,southern_us
21739,greek
29171,chinese
20601,russian
23479,italian
25229,thai
29060,mexican
46731,southern_us
42097,cajun_creole
2654,mexican
38039,italian
33004,thai
18584,thai
45949,mexican
47481,mexican
36164,indian
14250,southern_us
40526,jamaican
33670,italian
46307,mexican
18010,chinese
6622,french
13099,indian
38488,italian
44001,indian
8540,italian
45910,mexican
2689,greek
48172,italian
29109,irish
24929,japanese
42164,southern_us
42111,italian
34039,moroccan
19554,italian
21777,french
48774,southern_us
10323,italian
22306,southern_us
31041,spanish
49305,italian
38331,mexican
44992,filipino
